City_locality,iso3,country,super_region,super_region_name,pm25,sat_2014
TOJOS (LOS),ESP,Spain,1,HighIncome,5,7.47350025177002
TOKAT,TUR,Turkey,2,N-Afr/MidEast,18,17.8979988098145
Tokoroa,NZL,New Zealand,1,HighIncome,8,2.44149851799011
Tokyo,JPN,Japan,1,HighIncome,15,14.8136367268032
TOLEDO,ESP,Spain,1,HighIncome,10,9.5679988861084
"Toledo, OH",USA,United States of America,1,HighIncome,10.5,10.6895003318787
TOLOSA,ESP,Spain,1,HighIncome,9,8.778000831604
Toluca,MEX,Mexico,5,LatAm/Carib,33,10.2419986724854
TOMASZOW MAZOWIECKI,POL,Poland,4,E-Eur/C-Eur/C-Asia,32,23.0349979400635
TOMESTI,ROU,Romania,4,E-Eur/C-Eur/C-Asia,24,22.5090007781982
Tongchuan,CHN,China,6,SE-Asia/E-Asia/Oceania,64,59.7868890762329
"Topeka, KS",USA,United States of America,1,HighIncome,9,6.45249938964844
TORCHIAROLO,ITA,Italy,1,HighIncome,23,17.7184982299805
TORGIANO,ITA,Italy,1,HighIncome,12,19.3374996185303
TORIL,ESP,Spain,1,HighIncome,6,9.19149780273438
TORINO,ITA,Italy,1,HighIncome,26,20.9835014343262
TORMS (ELS),ESP,Spain,1,HighIncome,6,7.65500116348267
TORONTO,CAN,Canada,1,HighIncome,8,8.16349990027291
TORREJ´è_´è__N DE ARDOZ,ESP,Spain,1,HighIncome,10,10.2470006942749
TORRELAVEGA,ESP,Spain,1,HighIncome,12.3333333333333,8.73399925231934
"Torrington, CT",USA,United States of America,1,HighIncome,5,7.39300298690796
TORUN,POL,Poland,4,E-Eur/C-Eur/C-Asia,19,22.0279979705811
TOULON,FRA,France,1,HighIncome,11,11.746997833252
TOULOUSE,FRA,France,1,HighIncome,12,9.65533208847046
TOURCOING,FRA,France,1,HighIncome,15,15.7534999847412
TOURNAI,BEL,Belgium,1,HighIncome,14,15.9964962005615
TOURS,FRA,France,1,HighIncome,12,12.3922500610352
Townsville,AUS,Australia,1,HighIncome,7.18577829,3.33500075340271
TRABZON,TUR,Turkey,2,N-Afr/MidEast,36,15.5815000534058
TRAISMAIER,AUT,Austria,1,HighIncome,16,19.3204975128174
TRBOVLJE1,SVN,Slovenia,4,E-Eur/C-Eur/C-Asia,23,15.7565002441406
TREBIC,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,16,19.4804935455322
TRELLEBORG,SWE,Sweden,1,HighIncome,5,13.0744981765747
TREMBLAY-EN-FRANCE,FRA,France,1,HighIncome,14,15.1359987258911
TRENTO,ITA,Italy,1,HighIncome,15.5,19.4639987945557
"Trenton-Ewing, NJ",USA,United States of America,1,HighIncome,8.5,8.98550081253052
TREVIGLIO,ITA,Italy,1,HighIncome,23,31.9099998474121
TREVISO,ITA,Italy,1,HighIncome,23,25.1744976043701
Trichy,IND,India,3,S-Asia,40.4,35.6044960021973
TRIER,DEU,Germany,1,HighIncome,14.5,16.2109985351562
TRIESTE,ITA,Italy,1,HighIncome,15,18.7169990539551
TRINEC,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,28,21.1935005187988
TRIVERO,ITA,Italy,1,HighIncome,11,23.2945022583008
TRNAVA,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,20,21.3740005493164
TROIS-RIVIERES,CAN,Canada,1,HighIncome,11,5.9694995880127
TROMS´è_´è__,NOR,Norway,1,HighIncome,8,8.74550151824951
TRONDHEIM,NOR,Norway,1,HighIncome,8,4.45283428827922
TROSTBERG,DEU,Germany,1,HighIncome,14,17.5475006103516
TROYES,FRA,France,1,HighIncome,13,14.4819993972778
TRUTNOV,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,16,19.7154979705811
TRZEBINIA,POL,Poland,4,E-Eur/C-Eur/C-Asia,28,23.2075004577637
Tshwane [Pretoria],ZAF,South Africa,7,Sub-Saharan Afr,52.1666666666667,9.77599938710531
TUCHOLA,POL,Poland,4,E-Eur/C-Eur/C-Asia,16,19.4409961700439
TUCHOW,POL,Poland,4,E-Eur/C-Eur/C-Asia,36,19.9470043182373
"Tucson, AZ",USA,United States of America,1,HighIncome,6,4.45400023460388
TULLE,FRA,France,1,HighIncome,9.5,9.02799987792969
TULLN,AUT,Austria,1,HighIncome,16,19.5254993438721
"Tulsa, OK",USA,United States of America,1,HighIncome,9,7.42649793624878
TUNCELI,TUR,Turkey,2,N-Afr/MidEast,27,18.4355010986328
Tunis,TUN,Tunisia,2,N-Afr/MidEast,39,16.703498840332
Tura,IND,India,3,S-Asia,28,46.6689987182617
Turangi,NZL,New Zealand,1,HighIncome,5,2.53850197792053
TURBIGO,ITA,Italy,1,HighIncome,19,29.8349933624268
TURCENI,ROU,Romania,4,E-Eur/C-Eur/C-Asia,20,24.2835063934326
Turku,FIN,Finland,1,HighIncome,8,8.80049896240234
"Tuscaloosa, AL",USA,United States of America,1,HighIncome,9,8.50950050354004
TUZLA,BIH,Bosnia and Herzegovina,4,E-Eur/C-Eur/C-Asia,65,21.7280025482178
TYCHY,POL,Poland,4,E-Eur/C-Eur/C-Asia,32,23.2004947662354
Udaipur,IND,India,3,S-Asia,83.3333333333333,39.5090026855469
UDINE,ITA,Italy,1,HighIncome,16,18.765998840332
UHERSKE HRADISTE,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,24,21.5369968414307
Ujjain,IND,India,3,S-Asia,43,46.0954895019531
"Ukiah, CA",USA,United States of America,1,HighIncome,6,3.37600088119507
Ulaanbaatar,MNG,Mongolia,4,E-Eur/C-Eur/C-Asia,75,7.00900077819824
ULM,DEU,Germany,1,HighIncome,15,19.4720001220703
Ulsan,KOR,Republic of Korea,1,HighIncome,24,27.4405078887939
Ume´è_´è__,SWE,Sweden,1,HighIncome,4,6.72350168228149
UMEE,SWE,Sweden,1,HighIncome,7,6.72350168228149
Umm al-Fahm,ISR,Israel,1,HighIncome,19,30.190990447998
Umuahia,NGA,Nigeria,7,Sub-Saharan Afr,40,49.9075012207031
UNGHENI,ROU,Romania,4,E-Eur/C-Eur/C-Asia,20,22.5840015411377
UNNA,DEU,Germany,1,HighIncome,16,17.3714981079102
Upper Hunter,AUS,Australia,1,HighIncome,8.43333333333333,2.60249996185303
Upper Hutt,NZL,New Zealand,1,HighIncome,5,2.79850101470947
UPPSALA,SWE,Sweden,1,HighIncome,4,10.6079988479614
Urdaneta,PHL,Philippines,6,SE-Asia/E-Asia/Oceania,23,10.6365003585815
URFA,TUR,Turkey,2,N-Afr/MidEast,45,22.2594985961914
Urmia,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,36,25.5185012817383
Urumqi,CHN,China,6,SE-Asia/E-Asia/Oceania,64.4285714285714,33.9425686427525
USAK,TUR,Turkey,2,N-Afr/MidEast,43,18.3529987335205
USTI NAD LABEM,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,22,20.0431671142578
UTRECHT,NLD,Netherlands,1,HighIncome,13,15.6005039215088
V_CKLABRUCK,AUT,Austria,1,HighIncome,15,15.8970022201538
V_ster´è_´è__s,SWE,Sweden,1,HighIncome,7,11.1124992370605
V_xj_,SWE,Sweden,1,HighIncome,5,12.3949975967407
Vaasa,FIN,Finland,1,HighIncome,10,7.89549922943115
VADO LIGURE,ITA,Italy,1,HighIncome,15,19.8115005493164
Vadodara,IND,India,3,S-Asia,54.6666666666667,49.5460090637207
VAL-DE-REUIL,FRA,France,1,HighIncome,11,13.5124988555908
Valdegov´è_´è__a,ESP,Spain,1,HighIncome,7,8.77049827575684
VALDEMORO,ESP,Spain,1,HighIncome,11,9.65200042724609
Valdivia,CHL,Chile,1,HighIncome,29,2.57000041007996
"Valdosta, GA",USA,United States of America,1,HighIncome,9,8.28350067138672
VALENCE,FRA,France,1,HighIncome,14,12.9815006256104
VALENCIA,ESP,Spain,1,HighIncome,11.75,12.9515020847321
VALENCIENNES,FRA,France,1,HighIncome,15.5,16.2740058898926
Valkeakoski,FIN,Finland,1,HighIncome,6,10.4295034408569
VALLADOLID,ESP,Spain,1,HighIncome,9.75,9.12400054931641
Valledupar,COL,Colombia,5,LatAm/Carib,15.5,7.12849998474121
"Vallejo-Fairfield, CA",USA,United States of America,1,HighIncome,10,8.07250022888184
VALMADRERA,ITA,Italy,1,HighIncome,16,28.1264991760254
Valpara´è_´è__so,CHL,Chile,1,HighIncome,16,5.23800039291382
VALVERDE,ESP,Spain,1,HighIncome,10,10.4355020523071
VAN,TUR,Turkey,2,N-Afr/MidEast,40,20.5219974517822
VANCOUVER,CAN,Canada,1,HighIncome,7,3.62099933624268
Vandell´è_´è__s i l'Hospitalet de l'Infant,ESP,Spain,1,HighIncome,6,9.08550071716309
VANDERHOOF,CAN,Canada,1,HighIncome,12,3.96950006484985
VANNES,FRA,France,1,HighIncome,9,11.2904977798462
Vantaa,FIN,Finland,1,HighIncome,8,10.3764991760254
Vapi,IND,India,3,S-Asia,53.5,39.6880035400391
Varamin,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,42,28.7344970703125
Varanasi,IND,India,3,S-Asia,74,93.6069946289062
VARENNES,CAN,Canada,1,HighIncome,9,6.76250123977661
VARESE,ITA,Italy,1,HighIncome,22,26.647497177124
Varna,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,35,19.8744964599609
VAULX-EN-VELIN,FRA,France,1,HighIncome,13,15.0790042877197
VELENJE,SVN,Slovenia,4,E-Eur/C-Eur/C-Asia,16,14.688494682312
VELES,MKD,The former Yugoslav Republic of Macedonia,4,E-Eur/C-Eur/C-Asia,30,21.10400390625
Veliko Tarnovo,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,26,22.3570041656494
VELKA IDA,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,25,20.9015007019043
VELSEN,NLD,Netherlands,1,HighIncome,17,15.6959981918335
VENACO,FRA,France,1,HighIncome,8,12.6319971084595
VENAFRO,ITA,Italy,1,HighIncome,22,15.8355026245117
VENEZIA,ITA,Italy,1,HighIncome,24.75,26.7621192932129
VENTA DE BA´è_´è__OS,ESP,Spain,1,HighIncome,6,8.38350009918213
VENTSPILS,LVA,Latvia,4,E-Eur/C-Eur/C-Asia,13.5,11.4537491798401
VERBANIA,ITA,Italy,1,HighIncome,12,25.4620037078857
VERCELLI,ITA,Italy,1,HighIncome,26,28.7860012054443
Vere Plains Clarendon,JAM,Jamaica,5,LatAm/Carib,23,6.41975283622742
Vereeniging,ZAF,South Africa,7,Sub-Saharan Afr,34.3333333333333,10.2221660614014
VERNEUIL,FRA,France,1,HighIncome,9,12.3105030059814
VERONA,ITA,Italy,1,HighIncome,22.5,32.246997833252
VERUCCHIO,ITA,Italy,1,HighIncome,12,24.9530010223389
VESOUL,FRA,France,1,HighIncome,9,16.4739971160889
Veszpr_m,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,14,18.8040027618408
VEURNE,BEL,Belgium,1,HighIncome,16,18.1474990844727
VEZZANO,ITA,Italy,1,HighIncome,5,20.6424999237061
VIAREGGIO,ITA,Italy,1,HighIncome,18,23.4054985046387
VICENZA,ITA,Italy,1,HighIncome,26.5,29.6519966125488
VICTORIA,CAN,Canada,1,HighIncome,7.5,4.05299973487854
VIELSALM,BEL,Belgium,1,HighIncome,9,14.26149559021
VIENNE,FRA,France,1,HighIncome,14,13.2335014343262
VIERZON,FRA,France,1,HighIncome,10,11.629997253418
VIF,FRA,France,1,HighIncome,11,12.4855012893677
VIGO,ESP,Spain,1,HighIncome,11.6666666666667,8.70450115203857
Vila do Conde,PRT,Portugal,1,HighIncome,11,10.0495023727417
Vila Franca de Xira,PRT,Portugal,1,HighIncome,9,10.5000009536743
VILALBA,ESP,Spain,1,HighIncome,6,8.10900211334229
VILLA DEL PRADO,ESP,Spain,1,HighIncome,12,9.67200183868408
VILLA MINOZZO,ITA,Italy,1,HighIncome,5,23.2280006408691
VILLACH,AUT,Austria,1,HighIncome,14,14.6549978256226
VILLAGE-NEUF,FRA,France,1,HighIncome,11,17.3754997253418
VILLALBA DE GUARDO,ESP,Spain,1,HighIncome,5,8.03600025177002
VILLAR DEL ARZOBISPO,ESP,Spain,1,HighIncome,8,11.8744983673096
VILLAREJO DE SALVANES,ESP,Spain,1,HighIncome,10,9.92399978637695
VILLEFRANCHE-SUR-SAONE,FRA,France,1,HighIncome,13,14.1880006790161
VILLEMANDEUR,FRA,France,1,HighIncome,11,14.6205005645752
VILLEURBANNE,FRA,France,1,HighIncome,18.5,15.5274972915649
VILLIERS-EN-BOIS,FRA,France,1,HighIncome,8,11.1374998092651
VILLINGEN-SCHWENNINGEN,DEU,Germany,1,HighIncome,10,17.4400043487549
VILNIUS,LTU,Lithuania,4,E-Eur/C-Eur/C-Asia,16.25,18.0883765220642
VILVOORDE,BEL,Belgium,1,HighIncome,18,16.4459991455078
Vina del Mar,CHL,Chile,1,HighIncome,13,5.65800046920776
VINCHIO,ITA,Italy,1,HighIncome,20,25.3460006713867
"Virginia Beach-Norfolk-Newport News, VA-NC",USA,United States of America,1,HighIncome,8,8.27916653951009
VIROINVAL,BEL,Belgium,1,HighIncome,10,14.0039978027344
Virolahti,FIN,Finland,1,HighIncome,7,10.1249990463257
"Visalia-Porterville, CA",USA,United States of America,1,HighIncome,18,9.43350124359131
Vishakhapatnam,IND,India,3,S-Asia,34.75,45.1454963684082
VITERBO,ITA,Italy,1,HighIncome,11,17.1470012664795
VITORIA-GASTEIZ,ESP,Spain,1,HighIncome,4,9.9005012512207
VITRY-SUR-SEINE,FRA,France,1,HighIncome,13,15.1169996261597
VITTEL,FRA,France,1,HighIncome,11,14.3889989852905
VIVER,ESP,Spain,1,HighIncome,7,11.2490043640137
Viznar,ESP,Spain,1,HighIncome,9,9.31099987030029
VODNANY,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,20,18.0310039520264
VOGHERA,ITA,Italy,1,HighIncome,18,29.6709976196289
VOIRON,FRA,France,1,HighIncome,13,13.5030031204224
VOLMUNSTER,FRA,France,1,HighIncome,8,17.5395011901855
VOLOS,GRC,Greece,1,HighIncome,12,20.1505012512207
"Volta Redonda, REGI´è_´è__O DO M´è_´è__DIO PARA´è_´è__BA",BRA,Brazil,5,LatAm/Carib,14.8888888888889,8.72133297390408
VRANOV NAD TOPLOV,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,17,19.8865013122559
Vratza,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,27,20.0359992980957
VSETIN,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,20,21.8805027008057
VULCAN,ROU,Romania,4,E-Eur/C-Eur/C-Asia,9,21.5580024719238
VYSKOV,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,17,21.1179981231689
W_RGL,AUT,Austria,1,HighIncome,15,14.3244981765747
W_RTH,DEU,Germany,1,HighIncome,13,19.3690032958984
W´è_´è__RZBURG,DEU,Germany,1,HighIncome,13,18.984001159668
WADOWICE,POL,Poland,4,E-Eur/C-Eur/C-Asia,35,21.1220016479492
Wafangdian,CHN,China,6,SE-Asia/E-Asia/Oceania,58.5,44.0610027313232
Wagga Wagga,AUS,Australia,1,HighIncome,7.5,2.64599823951721
WAGROWIEC,POL,Poland,4,E-Eur/C-Eur/C-Asia,23,20.5634956359863
Waimate,NZL,New Zealand,1,HighIncome,8,3.0595006942749
Wainuiomata,NZL,New Zealand,1,HighIncome,5,2.81600117683411
WALBRZYCH,POL,Poland,4,E-Eur/C-Eur/C-Asia,24,20.0784969329834
Warangal,IND,India,3,S-Asia,26,41.1399841308594
"Warner Robins, GA",USA,United States of America,1,HighIncome,9,8.63049793243408
WARRINGTON,GBR,United Kingdom,1,HighIncome,14,10.6339998245239
WARSZAWA,POL,Poland,4,E-Eur/C-Eur/C-Asia,25,23.4548961639404
WASCHEID,DEU,Germany,1,HighIncome,8,14.3265027999878
Washdyke,NZL,New Zealand,1,HighIncome,8,3.18900060653687
"Washington-Arlington-Alexandria, DC-VA-MD-WV",USA,United States of America,1,HighIncome,9,9.0426253080368
WASSERKUPPE,DEU,Germany,1,HighIncome,7,17.7240009307861
Waterberg,ZAF,South Africa,7,Sub-Saharan Afr,18,7.94683297475179
"Waterloo-Cedar Falls, IA",USA,United States of America,1,HighIncome,9,8.10000038146973
"Watertown, SD",USA,United States of America,1,HighIncome,5,5.58800029754639
WEIDEN I.D.OPF.,DEU,Germany,1,HighIncome,15,18.4104976654053
Weifang,CHN,China,6,SE-Asia/E-Asia/Oceania,48.6,72.9184112548828
Weihai,CHN,China,6,SE-Asia/E-Asia/Oceania,30,46.5926577250163
WEIL AM RHEIN,DEU,Germany,1,HighIncome,14,17.4465007781982
Weinan,CHN,China,6,SE-Asia/E-Asia/Oceania,67.5,71.7665004730225
"Weirton-Steubenville, WV-OH",USA,United States of America,1,HighIncome,10.6,8.70930099487305
WEIZ,AUT,Austria,1,HighIncome,19,14.1964988708496
Wellington,NZL,New Zealand,1,HighIncome,6,2.81850099563599
WELS,AUT,Austria,1,HighIncome,18,17.3639984130859
"Wenden, AZ",USA,United States of America,1,HighIncome,2,4.92100048065186
Wendeng,CHN,China,6,SE-Asia/E-Asia/Oceania,46,47.2805023193359
Wenzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,45.5,35.7291269302368
WESEL,DEU,Germany,1,HighIncome,17,16.7085037231445
WEST VANCOUVER,CAN,Canada,1,HighIncome,5,3.47050046920776
WESTERLAND,DEU,Germany,1,HighIncome,12,14.5225028991699
WETZLAR,DEU,Germany,1,HighIncome,15,17.8944988250732
Whangarei,NZL,New Zealand,1,HighIncome,7,2.59700226783752
"Wheeling, WV-OH",USA,United States of America,1,HighIncome,11,8.64050197601318
WHITEHORSE,CAN,Canada,1,HighIncome,6,3.22250080108643
Whyalla,AUS,Australia,1,HighIncome,6.99272753,3.71300220489502
"Wichita, KS",USA,United States of America,1,HighIncome,9.25,6.79312407970428
WIDUCHOWA,POL,Poland,4,E-Eur/C-Eur/C-Asia,18,16.7664985656738
WIEN,AUT,Austria,1,HighIncome,18.7272727272727,19.3814074776389
WIENER NEUDORF,AUT,Austria,1,HighIncome,16,18.877498626709
WIENER NEUSTADT,AUT,Austria,1,HighIncome,13,17.3124980926514
WIESBADEN,DEU,Germany,1,HighIncome,15.5,18.4509963989258
WIESLOCH,DEU,Germany,1,HighIncome,13,18.9209957122803
WIGAN,GBR,United Kingdom,1,HighIncome,13,10.3900012969971
WIJK AAN ZEE,NLD,Netherlands,1,HighIncome,16,15.2244987487793
WILLIAMS LAKE,CAN,Canada,1,HighIncome,9,3.43549871444702
"Williston, ND",USA,United States of America,1,HighIncome,6,4.02150058746338
"Wilmington, NC",USA,United States of America,1,HighIncome,7,7.04399824142456
"Winchester, VA-WV",USA,United States of America,1,HighIncome,9,7.5260009765625
WINDSOR,CAN,Canada,1,HighIncome,9.5,10.5649991035461
WINGLES,FRA,France,1,HighIncome,12,16.3499984741211
WINNIPEG,CAN,Canada,1,HighIncome,6.5,4.77974629402161
"Winona, MN",USA,United States of America,1,HighIncome,8,8.05049705505371
"Winston-Salem, NC",USA,United States of America,1,HighIncome,9,7.25424885749817
WINTERTHUR,CHE,Switzerland,1,HighIncome,12,17.089994430542
Witbank,ZAF,South Africa,7,Sub-Saharan Afr,16,9.00149726867676
WITZENHAUSEN/WALD,DEU,Germany,1,HighIncome,8,17.1174983978271
WLADYSLAWOWO,POL,Poland,4,E-Eur/C-Eur/C-Asia,13,17.0855007171631
WLOCLAWEK,POL,Poland,4,E-Eur/C-Eur/C-Asia,24,23.4694995880127
WODZISLAW SLASKI,POL,Poland,4,E-Eur/C-Eur/C-Asia,39,22.7154998779297
WOLFSBERG,AUT,Austria,1,HighIncome,19,14.6780004501343
WOLFSBURG,DEU,Germany,1,HighIncome,10,16.2264976501465
Wollongong,AUS,Australia,1,HighIncome,6.74952907366667,2.84133474032084
"Worcester, MA",USA,United States of America,1,HighIncome,7,7.90849876403809
WORMS,DEU,Germany,1,HighIncome,16,19.4495029449463
WREXHAM,GBR,United Kingdom,1,HighIncome,10,9.82600021362305
WROCLAW,POL,Poland,4,E-Eur/C-Eur/C-Asia,28,20.7302513122559
WSCHOWA,POL,Poland,4,E-Eur/C-Eur/C-Asia,22,18.7119979858398
Wuhan,CHN,China,6,SE-Asia/E-Asia/Oceania,79.5,80.5955062866211
Wuhu,CHN,China,6,SE-Asia/E-Asia/Oceania,61,80.3428764343262
Wujiang,CHN,China,6,SE-Asia/E-Asia/Oceania,56.3333333333333,84.0305099487305
Wuxi,CHN,China,6,SE-Asia/E-Asia/Oceania,66.8571428571429,88.0605000087193
Wyong,AUS,Australia,1,HighIncome,6.477925503,2.84900259971619
WYSZKOW,POL,Poland,4,E-Eur/C-Eur/C-Asia,14,19.1350002288818
Xi'an,CHN,China,6,SE-Asia/E-Asia/Oceania,69.5384615384615,64.6556100111741
Xiamen,CHN,China,6,SE-Asia/E-Asia/Oceania,36,24.308876991272
Xiangtan,CHN,China,6,SE-Asia/E-Asia/Oceania,69.7142857142857,63.2682892935617
Xianyang,CHN,China,6,SE-Asia/E-Asia/Oceania,65.25,65.5287399291992
Xingtai,CHN,China,6,SE-Asia/E-Asia/Oceania,128,87.7182579040527
Xining,CHN,China,6,SE-Asia/E-Asia/Oceania,61.5,44.5001287460327
XOVE,ESP,Spain,1,HighIncome,7,8.35750102996826
Xuzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,66.4285714285714,94.553213936942
"Yakima, WA",USA,United States of America,1,HighIncome,7,4.15100049972534
Yala,THA,Thailand,6,SE-Asia/E-Asia/Oceania,13,14.5659999847412
YALOVA,TUR,Turkey,2,N-Afr/MidEast,14,17.931001663208
Yan'an,CHN,China,6,SE-Asia/E-Asia/Oceania,48.25,36.3806285858154
Yancheng,CHN,China,6,SE-Asia/E-Asia/Oceania,57.25,81.7397613525391
Yangjiang,CHN,China,6,SE-Asia/E-Asia/Oceania,31.6666666666667,41.7535018920898
Yangquan,CHN,China,6,SE-Asia/E-Asia/Oceania,69.8333333333333,45.4474906921387
Yangzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,64.5,92.1381225585938
Yantai,CHN,China,6,SE-Asia/E-Asia/Oceania,30.5,47.8057479858398
Yaoud_,CMR,Cameroon,7,Sub-Saharan Afr,49,29.0665092468262
Yasuj,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,45,21.9039974212646
Yavne,ISR,Israel,1,HighIncome,18,34.8250007629395
YELLOWKNIFE,CAN,Canada,1,HighIncome,6,4.53049659729004
Yenanchaung,MMR,Myanmar,6,SE-Asia/E-Asia/Oceania,67,26.6689987182617
Yenbu,SAU,Saudi Arabia,2,N-Afr/MidEast,99,36.7960052490234
Yibin,CHN,China,6,SE-Asia/E-Asia/Oceania,51.5,72.602170308431
Yichang,CHN,China,6,SE-Asia/E-Asia/Oceania,70,58.9392890930176
Yilan,CHN,China,6,SE-Asia/E-Asia/Oceania,16,11.9904999732971
Yinchuan,CHN,China,6,SE-Asia/E-Asia/Oceania,47,44.5900802612305
Yingkou,CHN,China,6,SE-Asia/E-Asia/Oceania,40.25,49.3951244354248
Yiwu,CHN,China,6,SE-Asia/E-Asia/Oceania,58.5,51.846004486084
Yixing,CHN,China,6,SE-Asia/E-Asia/Oceania,54,81.8344955444336
Yokohama city,JPN,Japan,1,HighIncome,15,14.6904980341593
YORK,GBR,United Kingdom,1,HighIncome,12,10.5750007629395
"Youngstown-Warren-Boardman, OH-PA",USA,United States of America,1,HighIncome,10.5,9.0237512588501
YOZGAT,TUR,Turkey,2,N-Afr/MidEast,31,17.5394973754883
"Yreka,Siskiyou,CA",USA,United States of America,1,HighIncome,9,3.06400012969971
YSTAD,SWE,Sweden,1,HighIncome,5,14.1684989929199
Yueyang,CHN,China,6,SE-Asia/E-Asia/Oceania,48.5,74.3629913330078
"Yuma, AZ",USA,United States of America,1,HighIncome,6,7.54250049591064
Yunfu,CHN,China,6,SE-Asia/E-Asia/Oceania,31.3333333333333,49.1584930419922
Yunlin,CHN,China,6,SE-Asia/E-Asia/Oceania,30.75,8.94362473487854
Yuxi,CHN,China,6,SE-Asia/E-Asia/Oceania,30.3333333333333,23.2226696014404
Z´è_´è__RICH,CHE,Switzerland,1,HighIncome,12.8,17.4035007476807
ZAANDAM,NLD,Netherlands,1,HighIncome,16,15.6604995727539
ZABKOWICE SLASKIE,POL,Poland,4,E-Eur/C-Eur/C-Asia,21,21.1084976196289
Zabol,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,140,32.4490013122559
ZABRZE,POL,Poland,4,E-Eur/C-Eur/C-Asia,35,23.5420017242432
ZAFRA,ESP,Spain,1,HighIncome,7,9.23649883270264
ZAGORJE OB SAVI,SVN,Slovenia,4,E-Eur/C-Eur/C-Asia,22,15.7565002441406
ZAGREB,HRV,Croatia,4,E-Eur/C-Eur/C-Asia,22.5,16.8135013580322
Zahle,LBN,Lebanon,2,N-Afr/MidEast,33,22.9564971923828
ZAKOPANE,POL,Poland,4,E-Eur/C-Eur/C-Asia,32,18.1940021514893
Zamboanga City,PHL,Philippines,6,SE-Asia/E-Asia/Oceania,25,5.90299797058105
Zamdela,ZAF,South Africa,7,Sub-Saharan Afr,30,10.4535036087036
ZAMORA,ESP,Spain,1,HighIncome,9,8.32400131225586
ZAMOSC,POL,Poland,4,E-Eur/C-Eur/C-Asia,22,21.276496887207
Zanjan,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,29,28.8529949188232
Zaozhuang,CHN,China,6,SE-Asia/E-Asia/Oceania,48.2,91.1384033203125
ZARAGOZA,ESP,Spain,1,HighIncome,10.6666666666667,7.56333303451538
ZARRA,ESP,Spain,1,HighIncome,5,10.0724992752075
ZAWIERCIE,POL,Poland,4,E-Eur/C-Eur/C-Asia,31,23.9780025482178
ZDUNSKA WOLA,POL,Poland,4,E-Eur/C-Eur/C-Asia,33,24.4874954223633
ZEITZ,DEU,Germany,1,HighIncome,13,18.3934993743896
ZEJTUN,MLT,Malta,1,HighIncome,10,22.1284980773926
ZELLA-MEHLIS,DEU,Germany,1,HighIncome,12.5,16.9169950485229
ZELTWEG,AUT,Austria,1,HighIncome,16,13.9809970855713
ZELZATE,BEL,Belgium,1,HighIncome,20,16.3585014343262
Zemer,ISR,Israel,1,HighIncome,17,31.2090110778809
ZERJAV,SVN,Slovenia,4,E-Eur/C-Eur/C-Asia,20,14.5989990234375
ZGIERZ,POL,Poland,4,E-Eur/C-Eur/C-Asia,27,24.7175045013428
ZGORZELEC,POL,Poland,4,E-Eur/C-Eur/C-Asia,19,19.1114978790283
Zhangjiagang,CHN,China,6,SE-Asia/E-Asia/Oceania,60,90.1914978027344
Zhangjiajie,CHN,China,6,SE-Asia/E-Asia/Oceania,46.75,48.6574926376343
Zhangjiakou,CHN,China,6,SE-Asia/E-Asia/Oceania,34,29.7132007598877
Zhangqiu,CHN,China,6,SE-Asia/E-Asia/Oceania,47,80.4449920654297
Zhanjiang,CHN,China,6,SE-Asia/E-Asia/Oceania,25.8333333333333,42.8620821634928
Zhaoqing,CHN,China,6,SE-Asia/E-Asia/Oceania,55,54.1699886322021
Zhaoyuan,CHN,China,6,SE-Asia/E-Asia/Oceania,54.5,56.5385093688965
Zhengzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,85.6666666666667,96.9843377007379
Zhenjiang,CHN,China,6,SE-Asia/E-Asia/Oceania,65.75,89.6923713684082
Zhongshan,CHN,China,6,SE-Asia/E-Asia/Oceania,37.75,52.4813756942749
Zhoushan,CHN,China,6,SE-Asia/E-Asia/Oceania,29,48.0454978942871
Zhuhai,CHN,China,6,SE-Asia/E-Asia/Oceania,34.5,46.3004961013794
Zhuji,CHN,China,6,SE-Asia/E-Asia/Oceania,58.5,56.7999992370605
